label,text,processed_text,encoded_label
ham,They don't put that stuff on the roads to keep it from getting slippery over there?,dont put stuff road keep gett slippery over there,0
ham,When are you going to ride your bike?,when go ride bike,0
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop.",yup no need ill jus wait <NUM> e rain <NUM> stop,0
ham,There are many company. Tell me the language.,there many company tell language,0
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,okmail dear dave final notice collect <NUM> tenerife holiday <NUM> cash award call <NUM> landline tcs sae box<NUM> cw<NUM>wx <NUM>ppm,1
ham,"How long has it been since you screamed, princess?",how long since screamed princess,0
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",noth meant once money enter account here bank will remove flat rate someone transfered ltgt account ltgt dollar got removed so bank differ charg also differbe sure trust <NUM>ja person send account detail cos,0
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,want <NUM> get laid tonight want real dogg location sent direct <NUM> ur mob join uks largest dogg network txt moan <NUM>nyt ec<NUM>a <NUM>pmsg<NUM>p,1
ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),nice line said broken heart plz dont cum <NUM> more tim infront other wise once again ll trust u good <NUM>t,0
ham,Ok I'm gonna head up to usf in like fifteen minutes,ok im gonna head up usf like fifteen minut,0
ham,Love you aathi..love u lot..,love aathilove u lot,0
ham,Tension ah?what machi?any problem?,tension ahwhat machiany problem,0
ham,"K, can I pick up another 8th when you're done?",k can pick up another <NUM>th when youre done,0
ham,When're you guys getting back? G said you were thinking about not staying for mcr,whenre guy gett back g said think not stay mcr,0
ham,"Almost there, see u in a sec",almost there see u sec,0
ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",yo carlo few friend already ask work all weekend,0
ham,Watching tv lor...,watch tv lor,0
ham,Thank you baby! I cant wait to taste the real thing...,thank baby cant wait taste real th,0
ham,You should change your fb to jaykwon thuglyfe falconerf,should change fb jaykwon thuglyfe falconerf,0
ham,If we win its really no 1 side for long time.,win real no <NUM> side long time,0
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",free message activate <NUM> free text messag reply message word free term condition visit www<NUM>com,1
ham,Dear reached railway. What happen to you,dear reached railway happen,0
ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",depend quality want type sent boye faded glory then <NUM> want ralph maybe <NUM>,0
ham,I think i've fixed it can you send a test message?,think ive fixed can send test message,0
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",sorry man account dry would want could trade back half could buy some shit credit card,0
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",congrat <NUM> year special cinema pass <NUM> your call <NUM> now c suprman v matrix<NUM> starwars<NUM> etc all <NUM> free bx<NUM>ip<NUM><NUM>we <NUM>pm dont miss,1
ham,"Sorry,in meeting I'll call later",sorryin meet ill call later,0
ham,What class of  &lt;#&gt;  reunion?,class ltgt reunion,0
ham,Are you free now?can i call now?,free nowcan call now,0
ham,Got meh... When?,got meh when,0
ham,Nope... Think i will go for it on monday... Sorry i replied so late,nope think will go monday sorry replied so late,0
ham,Some of them told accenture is not confirm. Is it true.,some told accenture not confirm true,0
ham,"Kate jackson rec center before 7ish, right?",kate jackson rec center before <NUM>ish right,0
ham,Dear i have reache room,dear reache room,0
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",fight world easy u either win lose bt fightng some<NUM> close u dificult u lose u lose u win u still lose,0
ham,When can Ì_ come out?,when can ì_ come,0
ham,Check with nuerologist.,check nuerologist,0
ham,Lolnice. I went from a fish to ..water.?,lolnice went fish water,0
spam,+123 Congratulations - in this week's competition draw u have won the å£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,<NUM> congratulation week competition draw u won å<NUM> prize claim just call <NUM> b<NUM> tcsstop sms <NUM> over <NUM> on <NUM>ppm,1
ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,no wait e car dat bored wat cos wait outside got noth <NUM> home can stuff watch tv wat,0
ham,"Maybe westshore or hyde park village, the place near my house?",maybe westshore hyde park village place near house,0
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,should know now so how anthony bring money ive school fee pay rent stuff like that why need help friend need,0
ham,What's the significance?,what significance,0
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,opinion <NUM> over <NUM> jada <NUM> kusruthi <NUM> lovable <NUM> silent <NUM> spl character <NUM> not matured <NUM> stylish <NUM> simple pls rep,0
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",<NUM> latest gs still there can scrounge up some ammo want give new ak try,0
ham,Prabha..i'm soryda..realy..frm heart i'm sory,prabhaim sorydarealyfrm heart im sory,0
ham,Lol ok your forgiven :),lol ok forgiven,0
ham,No..jst change tat only..,nojst change tat on,0
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",guaranteed latest nokia phone <NUM>gb ipod mp<NUM> player å<NUM> prize txt word collect no <NUM> ibhltd ldnw<NUM>h <NUM>pmtmsgrcvd<NUM>,1
ham,S:)no competition for him.,sno competition,0
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,boltblue ton <NUM>p rep po mono eg poly<NUM> <NUM> cha cha slide <NUM> yeah <NUM> slow jamz <NUM> toxic <NUM> come stop <NUM> more ton txt more,1
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,credit topped up httpwwwbubbletextcom renewal pin tgxxrz,1
ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. ",way transport less problematic than sat night way u want ask n join bday feel free need know definite nos book fri,0
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,usual person unconsciou that children adult may just behave abnormal ill call now,0
ham,But that's on ebay it might be less elsewhere.,that ebay might less elsewhere,0
ham,Shall i come to get pickle,shall come get pickle,0
ham,Were gonna go get some tacos,gonna go get some taco,0
ham,"That's very rude, you on campus?",that very rude campu,0
spam,"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",urgent mobile no awarded å<NUM><NUM> bonu caller prize <NUM><NUM><NUM> <NUM>nd attempt contact call <NUM><NUM><NUM> box<NUM>qu,1
ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,hi wont b ard <NUM> christma enjoy n merry xma,0
spam,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X",today offer claim ur å<NUM> worth discount voucher text yes <NUM> now savamob member offer mobile t cs <NUM> å<NUM><NUM> sub <NUM> unsub rep x,1
ham,Yes! How is a pretty lady like you single?,yes how pretty lady like single,0
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,will recieve tone within next <NUM>hr term condition please see channel u teletext pg <NUM>,1
ham,Jay says that you're a double-faggot,jay say youre doublefaggot,0
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,private <NUM> account statement <NUM> show <NUM> unredeemed sim point call <NUM> identifier code <NUM> expir <NUM><NUM><NUM>,1
ham,What Today-sunday..sunday is holiday..so no work..,todaysundaysunday holidayso no work,0
ham,Gudnite....tc...practice going on,gudnitetcpractice go,0
ham,I'll be late...,ill late,0
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",ive not called hop l<NUM>r malaria know miss guy miss bani big so pls give love especial great day,0
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",good afternoon love how goe day hope maybe got some lead job think boytoy send passionate kiss across sea,0
ham,"Probably gonna be here for a while, see you later tonight &lt;)",probab gonna here see later tonight lt,0
ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,maybe fat finger just press all these button doesnt know,0
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah many many happy return d day dear sweet heart happy birthday dear,0
ham,"I am in tirupur da, once you started from office call me.",tirupur da once started office call,0
spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,wwwapplausestorecom monthlysubscription<NUM>pmsg max<NUM>month tcsc web age<NUM> <NUM>stop txt stop,1
ham,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",famou quote when develop ability listen anyth unconditional without los temper self confidence mean married,0
ham,But am going to college pa. What to do. are else ill come there it self. Pa.,go college pa else ill come there self pa,0
ham,4 oclock at mine. Just to bash out a flat plan.,<NUM> oclock mine just bash flat plan,0
ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,girl not stay bed girl doesnt need recovery time id rather pass hav fun then cooped up bed,0
ham,Then any special there?,then any special there,0
ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,know need get hotel now just got invitation apologise cali sweet come some english blok weddin,0
ham,"Sorry that took so long, omw now",sorry took so long omw now,0
ham,Wait  &lt;#&gt;  min..,wait ltgt min,0
ham,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,ok give <NUM> minut think see btw youre alibi cutt hair whole time,0
ham,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",imagine final get sink into bath after put through pac maybe even hav eat before left also imagine feel cage cock surrounded bath water remind alway own enjoy cuck,0
ham,"Hurry up, I've been weed-deficient for like three days",hurry up ive weeddeficient like three day,0
ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",sure get acknowledgement astounding tactless general faggy demand blood oath fo,0
ham,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,ok every night take warm bath drink cup milk youll see work magic still need loose weight just so know,0
ham,IÛ÷ll have a look at the frying pan in case itÛ÷s cheap or a book perhaps. No thatÛ÷s silly a frying pan isnÛ÷t likely to be a book,iûll look fry pan case itû cheap book perhap no thatû sil fry pan isnût like book,0
ham,O. Well uv causes mutations. Sunscreen is like essential thesedays,o well uv caus mutation sunscreen like essential theseday,0
ham,Having lunch:)you are not in online?why?,hav lunchyou not onlinewhy,0
ham,I know that my friend already told that.,know friend already told,0
ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?,hi princess thank pic very pretty how,0
ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",aiyo u alway c ex one dunno abt mei haven rep first time u rep so fast y so lucky not workin huh got bao ur sugardad ahgee,0
ham,Hi msg me:)i'm in office..,hi msg meim office,0
ham,Thanx 4 e brownie it's v nice...,thanx <NUM> e brownie v nice,0
ham,Geeeee ... I love you so much I can barely stand it,geeeee love so much can bare stand,0
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm ,gent try contact last weekend draw show won å<NUM> prize guaranteed call <NUM> claim code k<NUM> valid <NUM>hr on <NUM>ppm,1
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",fuck babe miss already know cant let send some money toward net need want crave,0
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",ill call u <NUM>mrw ninish address icky american freek wont stop callin <NUM> bad jen k eh,0
ham,Oooh bed ridden ey? What are YOU thinking of?,oooh bed ridden ey think,0
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",so anyway can just go gym whatever love smil hope ok hav good day babe miss so much already,0
ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,love daddy will make scream pleasure go slap ass dick,0
ham,WOT U WANNA DO THEN MISSY?,wot u wanna then missy,0
ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,yar lor wait <NUM> mum <NUM> finish sch then lunch lor whole morn stay home clean room now room quite clean hee,0
ham,Do you know where my lab goggles went,know where lab goggl went,0
ham,Can you open the door?,can open door,0
ham,Waiting for your call.,wait call,0
ham,Nope i waiting in sch 4 daddy... ,nope wait sch <NUM> daddy,0
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",won <NUM><NUM> cash <NUM><NUM> prize claim call<NUM>,1
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",im tired argu week after week want now ill same,0
ham,ÌÏ wait 4 me in sch i finish ard 5..,ìï wait <NUM> sch finish ard <NUM>,0
spam,"our mobile number has won å£5000, to claim calls us back or ring the claims hot line on 09050005321.",mobile number won å<NUM> claim call us back ring claim hot line <NUM>,1
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",arngd marriage u r walkin unfortunt snake bit u bt love marriage danc frnt d snake amp sayin bite bite,0
ham,Huh so early.. Then Ì_ having dinner outside izzit?,huh so ear then ì_ hav dinner outside izzit,0
ham,Ok anyway no need to change with what you said,ok anyway no need change said,0
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,tried contact re rep offer <NUM> min <NUM> textand new video phone call <NUM> now rep free delivery tomorrow,1
ham,my ex-wife was not able to have kids. Do you want kids one day?,exwife not able kid want kid one day,0
ham,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,so how scotland hope not over show jjc tendenci take care live dream,0
ham,Tell them u have a headache and just want to use 1 hour of sick time.,tell u headache just want use <NUM> hour sick time,0
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... ",dun thk ill quit yet hmmm can go jazz yogasana oso can can go meet em after lesson den,0
ham,"\Pete can you please ring meive hardly gotany credit\""""",pete can please ring meive hard gotany credit,0
ham,Ya srsly better than yi tho,ya srs better than yi tho,0
ham,"I'm in a meeting, call me later at",im meet call later,0
spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",ur chance win å<NUM> wk shopp spree txt shop <NUM> tsc wwwtxt<NUM>shopcom custcare <NUM> <NUM>x<NUM>pwk,1
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,special selected receive <NUM> pound award call <NUM> before lin close cost <NUM>ppm <NUM> tcs app ag promo,1
spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,private <NUM> account statement <NUM> show <NUM> unredeemed s m point call <NUM> identifier code <NUM> expir <NUM><NUM><NUM>,1
ham,You still at grand prix?,still grand prix,0
ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",met stranger choose friend long world stand friendship never end let friend forever gud nitz,0
ham,I am great! How are you?,great how,0
ham,Gud mrng dear have a nice day,gud mrng dear nice day,0
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,important customer service announcement call freephone <NUM> <NUM> <NUM> now,1
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,will exhausted train morn too much wine pie sleep well too,0
ham,I'm going out to buy mum's present ar.,im go buy mum present ar,0
ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,mind blastin no more tsunami will occur now rajnikant stopped swimm indian oceand,0
ham,If u sending her home first it's ok lor. I'm not ready yet.,u send home first ok lor im not ready yet,0
ham,Speaking of does he have any cash yet?,speak any cash yet,0
ham,Be happy there. I will come after noon,happy there will come after noon,0
ham,Meet after lunch la...,meet after lunch la,0
ham,TaKe CaRE n gET WeLL sOOn,take care n get well soon,0
spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 ,xclusiveclubsaisai <NUM>morow <NUM><NUM> soiree speciale zouk nichol parisfree ros <NUM> all ladi info <NUM><NUM>,1
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,meant say cant wait see u again gett bored bridgwater banter,0
ham,Neva mind it's ok..,neva mind ok,0
ham,"It's fine, imma get a drink or somethin. Want me to come find you?",fine imma get drink somethin want come find,0
spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,<NUM> day kick euro<NUM> u will kept up date latest new result dai removed send get txt stop <NUM>,1
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,valentine game send dis msg all ur friend <NUM> answer r d same then someone real lov u que colour suit bestrp,0
ham,I have many dependents,many dependent,0
ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,thanx<NUM> today cer nice <NUM> catch up ave <NUM> find more time more often oh well take care c u soonc,0
ham,I called and said all to him:)then he have to choose this future.,called said all himthen choose future,0
ham,"\Happy valentines day\"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...""",happy valentin day know ear hundred handsom beauti wish so thought finish aunti uncl <NUM>st,0
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,like not v shock leh cos tell shuhui like tell leona also like dat almost all know liao got ask abt ur reaction lor,0
ham,For my family happiness..,fami happiness,0
ham,I come n pick Ì_ up... Come out immediately aft ur lesson...,come n pick ì_ up come immediate aft ur lesson,0
ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,let there snow let there snow kind weather bring ppl together so friendship can grow,0
ham,Dear we got  &lt;#&gt;  dollars hi hi,dear got ltgt dollar hi hi,0
ham,Good words.... But words may leave u in dismay many times.,good word word may leave u dismay many tim,0
ham,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,make sure alex know birthday over fifteen minut far youre concerned,0
ham,"sorry, no, have got few things to do. may be in pub later.",sorry no got few thing may pub later,0
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",nah straight can just br bud drink someth that actual little more useful than straight cash,0
ham,"Haha good to hear, I'm officially paid and on the market for an 8th",haha good hear im official paid market <NUM>th,0
ham,How many licks does it take to get to the center of a tootsie pop?,how many lick take get center tootsie pop,0
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,yup thk r e teacher said will make face look longer darren ask not <NUM> cut too short,0
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,new textbuddy chat <NUM> horny guy ur area <NUM> just <NUM>p free <NUM> receive search postcode gaytextbuddycom txt one name <NUM>,1
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,today vodafone number end <NUM> selected receive å<NUM> award number match call <NUM> receive å<NUM> award,1
ham,Please dont say like that. Hi hi hi,please dont say like hi hi hi,0
ham,Thank u!,thank u,0
ham,Oh that was a forwarded message. I thought you send that to me,oh forwarded message thought send,0
ham,Got it. Seventeen pounds for seven hundred ml ÛÒ hope ok.,got seventeen pound seven hundred ml ûò hope ok,0
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",dear voucher holder <NUM> claim week offer pc go httpwwwetlpcoukexpressoffer tsc apply<NUM> stop text txt stop <NUM>,1
ham,Me n him so funny...,n so funny,0
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",sweetheart hope not hav kind day one load reason smile biola,0
ham,When Ì_ login dat time... Dad fetching Ì_ home now?,when ì_ login dat time dad fetch ì_ home now,0
ham,"What will we do in the shower, baby?",will shower baby,0
ham,I had askd u a question some hours before. Its answer,askd u question some hour before answer,0
ham,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",well imma definite need restock before thanksgiv ill let know when im,0
ham," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! ",said kiss kiss cant sound effect gorgeou man isnt kind person need smile brighten day,0
ham,Probably gonna swing by in a wee bit,probab gonna sw wee bit,0
ham,Ya very nice. . .be ready on thursday,ya very nice ready thursday,0
ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean weÛ÷re in bÛ÷ham. Have a jolly good rest of week,allo braved bus taken train triumphed mean weûre bûham jol good rest week,0
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",watch cartoon listen music amp eve go temple amp church u,0
ham,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,mind ask happened dont say uncomfortable,0
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,private <NUM> account statement show <NUM> unredeemed s m point call <NUM> identifier code <NUM> expir <NUM><NUM><NUM>,1
ham,No prob. I will send to your email.,no prob will send email,0
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",won <NUM><NUM> cash <NUM><NUM> prize claim call<NUM> tc rstm sw<NUM> <NUM>ss <NUM>ppm,1
ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),that cool sometim slow gentle sonetim rough hard,0
ham,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,im gonna say no sorry would normal start panic time sorry again see tuesday,0
ham,"Wait, do you know if wesleys in town? I bet she does hella drugs!",wait know wesley town bet hella drug,0
ham,Fine i miss you very much.,fine miss very much,0
ham,Did u got that persons story,u got person story,0
ham,Tell them the drug dealer's getting impatient,tell drug dealer gett impatient,0
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u can send care msg u gud evng,0
ham,You will be in the place of that man,will place man,0
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",doesnt make sense take there unless free need know more wikipediacom,0
spam,88800 and 89034 are premium phone services call 08718711108,<NUM> <NUM> premium phone servic call <NUM>,1
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",under sea there lay rock rock there envelope envelope there paper paper there <NUM> word,0
ham,Then mum's repent how?,then mum repent how,0
ham,Sorry me going home first... Daddy come fetch Ì_ later...,sorry go home first daddy come fetch ì_ later,0
ham,Leave it de:-). Start Prepare for next:-)..,leave de start prepare next,0
ham,Yes baby! We can study all the positions of the kama sutra ;),yes baby can study all position kama sutra,0
ham,En chikku nange bakra msg kalstiya..then had tea/coffee?,en chikku nange bakra msg kalstiyathen teacoffee,0
ham,Carlos'll be here in a minute if you still need to buy,carlosll here minute still need buy,0
ham,This pay is  &lt;DECIMAL&gt;  lakhs:),pay ltdecimalgt lakh,0
ham,Have a good evening! Ttyl,good even ttyl,0
ham,Did u receive my msg?,u receive msg,0
ham,Ho ho - big belly laugh! See ya tomo,ho ho big bel laugh see ya tomo,0
spam,SMS. ac sun0819 posts HELLO:\You seem cool,sms ac sun<NUM> post helloyou seem cool,1
spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16,get ur <NUM>st ringtone free now rep msg tone gr<NUM> top <NUM> ton phone every week just å<NUM><NUM> per wk <NUM> opt send stop <NUM> <NUM>,1
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",ditto wont worry say anyth anymore like said last night whatever want ill same peace,0
ham,"I've got  &lt;#&gt; , any way I could pick up?",ive got ltgt any way could pick up,0
ham,"I dont knw pa, i just drink milk..",dont knw pa just drink milk,0
ham,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? ,maybe say hi find got card great escape wetherspoon,0
ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",piggy r u awake bet ure still sleep im go <NUM> lunch now,0
ham,Cause I'm not freaky lol,cause im not freaky lol,0
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,missed call cause yell scrappy miss u cant wait u come home im so lone today,0
ham,What is this 'hex' place you talk of? Explain!,hex place talk explain,0
ham,ÌÏ log off 4 wat. It's sdryb8i,ìï log <NUM> wat sdryb<NUM>i,0
ham,Is xy going 4 e lunch?,xy go <NUM> e lunch,0
spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,hi im sue <NUM> year old work lapdancer love sex text live im bedroom now text sue <NUM> textoperator g<NUM> <NUM>da <NUM>ppmsg <NUM>,1
ham,I wanted to ask Ì_ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,wanted ask ì_ wait <NUM> finish lect cos lect finish hour anyway,0
ham,Have you finished work yet? :),finished work yet,0
ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",every king once cry baby every great build once map not imprtant where u r today where u wil reach tomorw gud ni<NUM>,0
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",dearme cherthalain case u r com cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engaged ans holiday,0
ham,Thanks love. But am i doing torch or bold.,thank love do torch bold,0
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,<forwarded <NUM>>please call <NUM> immediate there urgent message wait,1
ham,Was the farm open?,farm open,0
ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",sorry trouble u again can buy <NUM>d dad again <NUM> <NUM> <NUM> all <NUM> big <NUM> small sat n sun thanx,0
